,Name,Ticker,Industry,Sector,Market Cap,Strike,Option Price,Exp. Date,Option Volume,Stock Price,Ex. Div Date,Num Divs.,Div/share,Div Inc,Gain/Loss Exercise,Total Income,Return,Annual Return
1,"21Vianet Group, Inc.",VNET,"Computer Software: Programming, Data Processing",Technology,634843329.55,7.5,4.5,12 - 2012,10.0,11.35,None,None,None,None,-3.85,0.65,0.057268722467,0.687224669604
2,"21Vianet Group, Inc.",VNET,"Computer Software: Programming, Data Processing",Technology,634843329.55,10.0,1.9,12 - 2012,8.0,11.35,None,None,None,None,-1.35,0.55,0.0484581497797,0.581497797357
3,"21Vianet Group, Inc.",VNET,"Computer Software: Programming, Data Processing",Technology,634843329.55,12.5,0.7,12 - 2012,10.0,11.35,None,None,None,None,1.15,0.7,0.0616740088106,0.740088105727
4,"21Vianet Group, Inc.",VNET,"Computer Software: Programming, Data Processing",Technology,634843329.55,15.0,0.05,12 - 2012,135.0,11.35,None,None,None,None,3.65,0.05,0.00440528634361,0.0528634361233
0,"21Vianet Group, Inc.",VNET,"Computer Software: Programming, Data Processing",Technology,634843329.55,5.0,4.8,3 - 2013,0.0,11.35,None,None,None,None,-6.35,-1.55,-0.136563876652,-0.409691629956
1,"21Vianet Group, Inc.",VNET,"Computer Software: Programming, Data Processing",Technology,634843329.55,10.0,3.2,3 - 2013,6.0,11.35,None,None,None,None,-1.35,1.85,0.162995594714,0.488986784141
2,"21Vianet Group, Inc.",VNET,"Computer Software: Programming, Data Processing",Technology,634843329.55,12.5,1.25,3 - 2013,40.0,11.35,None,None,None,None,1.15,1.25,0.11013215859,0.330396475771
3,"21Vianet Group, Inc.",VNET,"Computer Software: Programming, Data Processing",Technology,634843329.55,15.0,1.1,3 - 2013,11.0,11.35,None,None,None,None,3.65,1.1,0.0969162995595,0.290748898678
4,"21Vianet Group, Inc.",VNET,"Computer Software: Programming, Data Processing",Technology,634843329.55,17.5,0.6,3 - 2013,0.0,11.35,None,None,None,None,6.15,0.6,0.0528634361233,0.15859030837
1,3SBio Inc.,SSRX,Major Pharmaceuticals,Consumer Durables,296518619.75,10.0,3.5,3 - 2013,0.0,13.43,None,None,None,None,-3.43,0.07,0.00521221146687,0.0156366344006
2,3SBio Inc.,SSRX,Major Pharmaceuticals,Consumer Durables,296518619.75,12.5,1.7,3 - 2013,1.0,13.43,None,None,None,None,-0.93,0.77,0.0573343261355,0.172002978407
3,3SBio Inc.,SSRX,Major Pharmaceuticals,Consumer Durables,296518619.75,15.0,0.55,3 - 2013,0.0,13.43,None,None,None,None,1.57,0.55,0.0409530900968,0.12285927029
0,"51job, Inc.",JOBS,Diversified Commercial Services,Technology,1323124371.6,45.0,4.1,1 - 2013,0.0,45.94,None,None,None,None,-0.94,3.16,0.0687853722246,0.412712233348
1,"51job, Inc.",JOBS,Diversified Commercial Services,Technology,1323124371.6,50.0,2.0,1 - 2013,13.0,45.94,None,None,None,None,4.06,2.0,0.0435350457118,0.261210274271
2,"51job, Inc.",JOBS,Diversified Commercial Services,Technology,1323124371.6,55.0,1.8,1 - 2013,10.0,45.94,None,None,None,None,9.06,1.8,0.0391815411406,0.235089246844
0,8x8 Inc,EGHT,Telecommunications Equipment,Public Utilities,459556067.31,2.5,3.5,2 - 2013,18.0,6.43,None,None,None,None,-3.93,-0.43,-0.0668740279938,-0.267496111975
1,8x8 Inc,EGHT,Telecommunications Equipment,Public Utilities,459556067.31,5.0,1.7,2 - 2013,3.0,6.43,None,None,None,None,-1.43,0.27,0.0419906687403,0.167962674961
2,8x8 Inc,EGHT,Telecommunications Equipment,Public Utilities,459556067.31,7.5,0.43,2 - 2013,20.0,6.43,None,None,None,None,1.07,0.43,0.0668740279938,0.267496111975
0,"A V Homes, Inc.",AVHI,Homebuilding,Capital Goods,188829875.0,10.0,4.6,1 - 2013,0.0,14.5,None,None,None,None,-4.5,0.1,0.00689655172414,0.0413793103448
1,"A V Homes, Inc.",AVHI,Homebuilding,Capital Goods,188829875.0,12.5,1.9,1 - 2013,0.0,14.5,None,None,None,None,-2.0,-0.1,-0.00689655172414,-0.0413793103448
2,"A V Homes, Inc.",AVHI,Homebuilding,Capital Goods,188829875.0,15.0,1.45,1 - 2013,0.0,14.5,None,None,None,None,0.5,1.45,0.1,0.6
0,"A. Schulman, Inc.",SHLM,Major Chemicals,Basic Industries,738011481.24,25.0,2.2,4 - 2013,0.0,25.19,10 - 25,2.0,0.00745,0.0149,-0.19,2.0249,0.0803850734418,0.19292417626
1,"A. Schulman, Inc.",SHLM,Major Chemicals,Basic Industries,738011481.24,30.0,0.75,4 - 2013,0.0,25.19,10 - 25,2.0,0.00745,0.0149,4.81,0.7649,0.0303652242954,0.0728765383089
0,"A123 Systems, Inc.",AONE,Industrial Machinery/Components,Energy,42553835.0384,1.0,0.05,1 - 2013,22.0,0.1288,None,None,None,None,0.8712,0.05,0.388198757764,2.32919254658
1,"A123 Systems, Inc.",AONE,Industrial Machinery/Components,Energy,42553835.0384,1.5,0.05,1 - 2013,1.0,0.1288,None,None,None,None,1.3712,0.05,0.388198757764,2.32919254658
2,"A123 Systems, Inc.",AONE,Industrial Machinery/Components,Energy,42553835.0384,2.5,0.05,1 - 2013,10.0,0.1288,None,None,None,None,2.3712,0.05,0.388198757764,2.32919254658
0,"A123 Systems, Inc.",AONE,Industrial Machinery/Components,Energy,42553835.0384,1.0,0.05,3 - 2013,10.0,0.1288,None,None,None,None,0.8712,0.05,0.388198757764,1.16459627329
0,"Aastrom Biosciences, Inc.",ASTM,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,63031684.48,2.5,0.1,2 - 2013,127.0,1.48,None,None,None,None,1.02,0.1,0.0675675675676,0.27027027027
0,"ABAXIS, Inc.",ABAX,Industrial Machinery/Components,Capital Goods,814783570.45,35.0,4.23,2 - 2013,2.0,37.15,None,None,None,None,-2.15,2.08,0.0559892328398,0.223956931359
1,"ABAXIS, Inc.",ABAX,Industrial Machinery/Components,Capital Goods,814783570.45,40.0,2.5,2 - 2013,0.0,37.15,None,None,None,None,2.85,2.5,0.0672947510094,0.269179004038
2,"ABAXIS, Inc.",ABAX,Industrial Machinery/Components,Capital Goods,814783570.45,45.0,0.65,2 - 2013,4.0,37.15,None,None,None,None,7.85,0.65,0.0174966352624,0.0699865410498
0,"ABIOMED, Inc.",ABMD,Medical/Dental Instruments,Health Care,547854296.22,10.0,5.4,3 - 2013,20.0,13.86,None,None,None,None,-3.86,1.54,0.111111111111,0.333333333333
1,"ABIOMED, Inc.",ABMD,Medical/Dental Instruments,Health Care,547854296.22,12.5,3.3,3 - 2013,10.0,13.86,None,None,None,None,-1.36,1.94,0.139971139971,0.419913419913
2,"ABIOMED, Inc.",ABMD,Medical/Dental Instruments,Health Care,547854296.22,15.0,1.95,3 - 2013,31.0,13.86,None,None,None,None,1.14,1.95,0.140692640693,0.422077922078
3,"ABIOMED, Inc.",ABMD,Medical/Dental Instruments,Health Care,547854296.22,17.5,1.0,3 - 2013,3.0,13.86,None,None,None,None,3.64,1.0,0.0721500721501,0.21645021645
4,"ABIOMED, Inc.",ABMD,Medical/Dental Instruments,Health Care,547854296.22,20.0,0.55,3 - 2013,37.0,13.86,None,None,None,None,6.14,0.55,0.0396825396825,0.119047619048
0,Abraxas Petroleum Corporation,AXAS,Oil & Gas Production,Energy,186516815.14,2.5,0.2,3 - 2013,55.0,2.02,None,None,None,None,0.48,0.2,0.0990099009901,0.29702970297
1,Abraxas Petroleum Corporation,AXAS,Oil & Gas Production,Energy,186516815.14,5.0,0.05,3 - 2013,27.0,2.02,None,None,None,None,2.98,0.05,0.0247524752475,0.0742574257426
0,Acacia Research Corporation,ACTG,Multi-Sector Companies,Miscellaneous,1241862789.34,20.0,5.2,2 - 2013,22.0,24.98,None,None,None,None,-4.98,0.22,0.00880704563651,0.035228182546
1,Acacia Research Corporation,ACTG,Multi-Sector Companies,Miscellaneous,1241862789.34,22.5,5.4,2 - 2013,0.0,24.98,None,None,None,None,-2.48,2.92,0.116893514812,0.467574059247
2,Acacia Research Corporation,ACTG,Multi-Sector Companies,Miscellaneous,1241862789.34,25.0,3.7,2 - 2013,2.0,24.98,None,None,None,None,0.02,3.7,0.148118494796,0.592473979183
3,Acacia Research Corporation,ACTG,Multi-Sector Companies,Miscellaneous,1241862789.34,27.5,2.25,2 - 2013,30.0,24.98,None,None,None,None,2.52,2.25,0.0900720576461,0.360288230584
4,Acacia Research Corporation,ACTG,Multi-Sector Companies,Miscellaneous,1241862789.34,30.0,1.85,2 - 2013,8.0,24.98,None,None,None,None,5.02,1.85,0.0740592473979,0.296236989592
0,Acacia Research Corporation,ACTG,Multi-Sector Companies,Miscellaneous,1241862789.34,22.5,6.2,5 - 2013,50.0,24.98,None,None,None,None,-2.48,3.72,0.148919135308,0.297838270616
1,Acacia Research Corporation,ACTG,Multi-Sector Companies,Miscellaneous,1241862789.34,25.0,4.1,5 - 2013,37.0,24.98,None,None,None,None,0.02,4.1,0.164131305044,0.328262610088
2,Acacia Research Corporation,ACTG,Multi-Sector Companies,Miscellaneous,1241862789.34,27.5,4.1,5 - 2013,10.0,24.98,None,None,None,None,2.52,4.1,0.164131305044,0.328262610088
3,Acacia Research Corporation,ACTG,Multi-Sector Companies,Miscellaneous,1241862789.34,30.0,3.3,5 - 2013,300.0,24.98,None,None,None,None,5.02,3.3,0.132105684548,0.264211369095
0,"Acadia Healthcare Company, Inc.",ACHC,Medical Specialities,Health Care,842680298.88,20.0,2.0,3 - 2013,3.0,20.16,None,None,None,None,-0.16,1.84,0.0912698412698,0.27380952381
1,"Acadia Healthcare Company, Inc.",ACHC,Medical Specialities,Health Care,842680298.88,22.5,1.15,3 - 2013,10.0,20.16,None,None,None,None,2.34,1.15,0.0570436507937,0.171130952381
2,"Acadia Healthcare Company, Inc.",ACHC,Medical Specialities,Health Care,842680298.88,25.0,1.15,3 - 2013,1.0,20.16,None,None,None,None,4.84,1.15,0.0570436507937,0.171130952381
0,ACADIA Pharmaceuticals Inc.,ACAD,Major Pharmaceuticals,Consumer Durables,115605419.62,2.5,0.95,3 - 2013,60.0,2.18,None,None,None,None,0.32,0.95,0.435779816514,1.30733944954
1,ACADIA Pharmaceuticals Inc.,ACAD,Major Pharmaceuticals,Consumer Durables,115605419.62,5.0,0.4,3 - 2013,25.0,2.18,None,None,None,None,2.82,0.4,0.183486238532,0.550458715596
2,ACADIA Pharmaceuticals Inc.,ACAD,Major Pharmaceuticals,Consumer Durables,115605419.62,7.5,0.2,3 - 2013,30.0,2.18,None,None,None,None,5.32,0.2,0.0917431192661,0.275229357798
0,Accuray Incorporated,ARAY,Medical/Dental Instruments,Health Care,499929413.649,5.0,2.3,3 - 2013,8.0,6.9202,None,None,None,None,-1.9202,0.3798,0.0548828068553,0.164648420566
1,Accuray Incorporated,ARAY,Medical/Dental Instruments,Health Care,499929413.649,7.5,0.55,3 - 2013,6.0,6.9202,None,None,None,None,0.5798,0.55,0.0794774717494,0.238432415248
2,Accuray Incorporated,ARAY,Medical/Dental Instruments,Health Care,499929413.649,10.0,0.2,3 - 2013,1.0,6.9202,None,None,None,None,3.0798,0.2,0.028900898818,0.0867026964539
3,Accuray Incorporated,ARAY,Medical/Dental Instruments,Health Care,499929413.649,12.5,0.05,3 - 2013,0.0,6.9202,None,None,None,None,5.5798,0.05,0.00722522470449,0.0216756741135
0,Aceto Corporation,ACET,Specialty Chemicals,Consumer Durables,268108522.08,7.5,2.05,2 - 2013,8.0,9.87,9 - 13,1.0,0.00255,0.00255,-2.37,-0.31745,-0.0321631205674,-0.12865248227
1,Aceto Corporation,ACET,Specialty Chemicals,Consumer Durables,268108522.08,10.0,0.75,2 - 2013,20.0,9.87,9 - 13,1.0,0.00255,0.00255,0.13,0.75255,0.0762462006079,0.304984802432
0,"Achillion Pharmaceuticals, Inc.",ACHN,Major Pharmaceuticals,Consumer Durables,721638472.34,5.0,4.8,3 - 2013,0.0,9.14,None,None,None,None,-4.14,0.66,0.0722100656455,0.216630196937
1,"Achillion Pharmaceuticals, Inc.",ACHN,Major Pharmaceuticals,Consumer Durables,721638472.34,7.5,3.81,3 - 2013,14.0,9.14,None,None,None,None,-1.64,2.17,0.237417943107,0.712253829322
2,"Achillion Pharmaceuticals, Inc.",ACHN,Major Pharmaceuticals,Consumer Durables,721638472.34,10.0,1.73,3 - 2013,4.0,9.14,None,None,None,None,0.86,1.73,0.189277899344,0.567833698031
3,"Achillion Pharmaceuticals, Inc.",ACHN,Major Pharmaceuticals,Consumer Durables,721638472.34,12.5,0.95,3 - 2013,72.0,9.14,None,None,None,None,3.36,0.95,0.103938730853,0.31181619256
4,"Achillion Pharmaceuticals, Inc.",ACHN,Major Pharmaceuticals,Consumer Durables,721638472.34,15.0,0.47,3 - 2013,2.0,9.14,None,None,None,None,5.86,0.47,0.0514223194748,0.154266958425
0,"Achillion Pharmaceuticals, Inc.",ACHN,Major Pharmaceuticals,Consumer Durables,721638472.34,7.5,4.7,5 - 2013,5.0,9.14,None,None,None,None,-1.64,3.06,0.334792122538,0.669584245077
1,"Achillion Pharmaceuticals, Inc.",ACHN,Major Pharmaceuticals,Consumer Durables,721638472.34,10.0,3.4,5 - 2013,10.0,9.14,None,None,None,None,0.86,3.4,0.371991247265,0.74398249453
2,"Achillion Pharmaceuticals, Inc.",ACHN,Major Pharmaceuticals,Consumer Durables,721638472.34,12.5,2.0,5 - 2013,10.0,9.14,None,None,None,None,3.36,2.0,0.218818380744,0.437636761488
3,"Achillion Pharmaceuticals, Inc.",ACHN,Major Pharmaceuticals,Consumer Durables,721638472.34,15.0,1.5,5 - 2013,10.0,9.14,None,None,None,None,5.86,1.5,0.164113785558,0.328227571116
0,"ACI Worldwide, Inc.",ACIW,Computer Software: Prepackaged Software,Technology,1491374059.78,35.0,11.1,2 - 2013,0.0,38.03,None,None,None,None,-3.03,8.07,0.212200894031,0.848803576124
1,"ACI Worldwide, Inc.",ACIW,Computer Software: Prepackaged Software,Technology,1491374059.78,40.0,7.9,2 - 2013,0.0,38.03,None,None,None,None,1.97,7.9,0.20773073889,0.830922955561
2,"ACI Worldwide, Inc.",ACIW,Computer Software: Prepackaged Software,Technology,1491374059.78,45.0,4.1,2 - 2013,0.0,38.03,None,None,None,None,6.97,4.1,0.107809623981,0.431238495924
3,"ACI Worldwide, Inc.",ACIW,Computer Software: Prepackaged Software,Technology,1491374059.78,50.0,1.7,2 - 2013,0.0,38.03,None,None,None,None,11.97,1.7,0.0447015514068,0.178806205627
0,"ACI Worldwide, Inc.",ACIW,Computer Software: Prepackaged Software,Technology,1491374059.78,45.0,2.1,5 - 2013,10.0,38.03,None,None,None,None,6.97,2.1,0.0552195635025,0.110439127005
4,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,15.0,2.4,1 - 2013,22.0,17.43,None,None,None,None,-2.43,-0.03,-0.00172117039587,-0.0103270223752
5,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,16.0,2.6,1 - 2013,35.0,17.43,None,None,None,None,-1.43,1.17,0.0671256454389,0.402753872633
6,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,17.5,1.65,1 - 2013,3.0,17.43,None,None,None,None,0.07,1.65,0.0946643717728,0.567986230637
7,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,19.0,0.95,1 - 2013,9.0,17.43,None,None,None,None,1.57,0.95,0.0545037292025,0.327022375215
8,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,20.0,0.7,1 - 2013,3.0,17.43,None,None,None,None,2.57,0.7,0.0401606425703,0.240963855422
2,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,16.0,2.9,2 - 2013,10.0,17.43,None,None,None,None,-1.43,1.47,0.0843373493976,0.33734939759
3,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,17.0,2.35,2 - 2013,2.0,17.43,None,None,None,None,-0.43,1.92,0.110154905336,0.440619621343
4,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,18.0,1.8,2 - 2013,26.0,17.43,None,None,None,None,0.57,1.8,0.103270223752,0.413080895009
5,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,19.0,1.4,2 - 2013,4.0,17.43,None,None,None,None,1.57,1.4,0.0803212851406,0.321285140562
6,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,20.0,1.1,2 - 2013,3.0,17.43,None,None,None,None,2.57,1.1,0.0631095811819,0.252438324727
2,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,16.0,3.64,5 - 2013,1.0,17.43,None,None,None,None,-1.43,2.21,0.126792885829,0.253585771658
3,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,17.0,3.3,5 - 2013,20.0,17.43,None,None,None,None,-0.43,2.87,0.164658634538,0.329317269076
4,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,18.0,2.25,5 - 2013,5.0,17.43,None,None,None,None,0.57,2.25,0.12908777969,0.25817555938
5,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,19.0,1.83,5 - 2013,2.0,17.43,None,None,None,None,1.57,1.83,0.104991394148,0.209982788296
6,"Acme Packet, Inc.",APKT,Computer Communications Equipment,Technology,1175587300.86,20.0,2.0,5 - 2013,1.0,17.43,None,None,None,None,2.57,2.0,0.114744693058,0.229489386116
2,"Acorda Therapeutics, Inc.",ACOR,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,951413368.29,22.0,4.7,1 - 2013,0.0,23.73,None,None,None,None,-1.73,2.97,0.125158027813,0.750948166877
3,"Acorda Therapeutics, Inc.",ACOR,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,951413368.29,23.0,2.8,1 - 2013,0.0,23.73,None,None,None,None,-0.73,2.07,0.0872313527181,0.523388116308
4,"Acorda Therapeutics, Inc.",ACOR,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,951413368.29,24.0,3.5,1 - 2013,0.0,23.73,None,None,None,None,0.27,3.5,0.147492625369,0.884955752212
5,"Acorda Therapeutics, Inc.",ACOR,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,951413368.29,25.0,1.41,1 - 2013,10.0,23.73,None,None,None,None,1.27,1.41,0.0594184576485,0.356510745891
6,"Acorda Therapeutics, Inc.",ACOR,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,951413368.29,27.0,1.75,1 - 2013,0.0,23.73,None,None,None,None,3.27,1.75,0.0737463126844,0.442477876106
0,"Acorda Therapeutics, Inc.",ACOR,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,951413368.29,26.0,2.05,3 - 2013,10.0,23.73,None,None,None,None,2.27,2.05,0.086388537716,0.259165613148
1,"Acorda Therapeutics, Inc.",ACOR,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,951413368.29,33.0,1.5,3 - 2013,10.0,23.73,None,None,None,None,9.27,1.5,0.063211125158,0.189633375474
2,"Acorda Therapeutics, Inc.",ACOR,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,951413368.29,35.0,0.05,3 - 2013,10.0,23.73,None,None,None,None,11.27,0.05,0.00210703750527,0.0063211125158
0,"Acorda Therapeutics, Inc.",ACOR,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,951413368.29,24.0,3.87,4 - 2013,0.0,23.73,None,None,None,None,0.27,3.87,0.163084702908,0.391403286979
1,"Acorda Therapeutics, Inc.",ACOR,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,951413368.29,27.0,2.5,4 - 2013,5.0,23.73,None,None,None,None,3.27,2.5,0.105351875263,0.252844500632
0,"Acorn Energy, Inc.",ACFN,Military/Government/Technical,Consumer Services,157038347.52,7.5,1.9,3 - 2013,10.0,8.76,8 - 15,2.0,0.0014,0.0028,-1.26,0.6428,0.0733789954338,0.220136986301
1,"Acorn Energy, Inc.",ACFN,Military/Government/Technical,Consumer Services,157038347.52,10.0,0.85,3 - 2013,2.0,8.76,8 - 15,2.0,0.0014,0.0028,1.24,0.8528,0.0973515981735,0.292054794521
2,"Acorn Energy, Inc.",ACFN,Military/Government/Technical,Consumer Services,157038347.52,12.5,0.2,3 - 2013,5.0,8.76,8 - 15,2.0,0.0014,0.0028,3.74,0.2028,0.0231506849315,0.0694520547945
4,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,10.0,1.23,1 - 2013,20.0,11.1596,3 - 19,2.0,0.0018,0.0036,-1.1596,0.074,0.00663106204523,0.0397863722714
5,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,11.0,0.66,1 - 2013,29.0,11.1596,3 - 19,2.0,0.0018,0.0036,-0.1596,0.504,0.0451629090648,0.270977454389
6,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,12.5,0.19,1 - 2013,105.0,11.1596,3 - 19,2.0,0.0018,0.0036,1.3404,0.1936,0.0173482920535,0.104089752321
7,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,14.0,0.05,1 - 2013,14.0,11.1596,3 - 19,2.0,0.0018,0.0036,2.8404,0.0536,0.00480303953547,0.0288182372128
8,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,15.0,0.03,1 - 2013,10.0,11.1596,3 - 19,2.0,0.0018,0.0036,3.8404,0.0336,0.00301086060432,0.0180651636259
1,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,10.0,1.38,2 - 2013,2.0,11.1596,3 - 19,2.0,0.0018,0.0036,-1.1596,0.224,0.0200724040288,0.0802896161153
2,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,11.0,0.78,2 - 2013,15.0,11.1596,3 - 19,2.0,0.0018,0.0036,-0.1596,0.624,0.0559159826517,0.223663930607
3,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,12.0,0.38,2 - 2013,26.0,11.1596,3 - 19,2.0,0.0018,0.0036,0.8404,0.3836,0.0343739918994,0.137495967597
4,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,13.0,0.18,2 - 2013,32.0,11.1596,3 - 19,2.0,0.0018,0.0036,1.8404,0.1836,0.0164522025879,0.0658088103516
5,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,14.0,0.08,2 - 2013,10.0,11.1596,3 - 19,2.0,0.0018,0.0036,2.8404,0.0836,0.00749130793218,0.0299652317287
1,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,10.0,1.55,5 - 2013,5.0,11.1596,3 - 19,2.0,0.0018,0.0036,-1.1596,0.394,0.0353059249435,0.0706118498871
2,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,11.0,0.87,5 - 2013,1.0,11.1596,3 - 19,2.0,0.0018,0.0036,-0.1596,0.714,0.0639807878419,0.127961575684
3,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,12.0,0.59,5 - 2013,26.0,11.1596,3 - 19,2.0,0.0018,0.0036,0.8404,0.5936,0.0531918706764,0.106383741353
4,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,13.0,0.3,5 - 2013,143.0,11.1596,3 - 19,2.0,0.0018,0.0036,1.8404,0.3036,0.0272052761748,0.0544105523495
5,"Activision Blizzard, Inc",ATVI,Computer Software: Prepackaged Software,Technology,12399278528.4,14.0,0.23,5 - 2013,40.0,11.1596,3 - 19,2.0,0.0018,0.0036,2.8404,0.2336,0.0209326499158,0.0418652998315
0,Actuate Corporation,BIRT,Computer Software: Prepackaged Software,Technology,250331264.64,7.5,0.35,1 - 2013,0.0,5.08,None,None,None,None,2.42,0.35,0.0688976377953,0.413385826772
0,"Acura Pharmaceuticals, Inc.",ACUR,Major Pharmaceuticals,Consumer Durables,62374253.92,2.5,0.15,1 - 2013,100.0,1.36,None,None,None,None,1.14,0.15,0.110294117647,0.661764705882
1,"Acura Pharmaceuticals, Inc.",ACUR,Major Pharmaceuticals,Consumer Durables,62374253.92,5.0,0.25,1 - 2013,0.0,1.36,None,None,None,None,3.64,0.25,0.183823529412,1.10294117647
0,Acxiom Corporation,ACXM,EDP Services,Technology,1321265744.07,15.0,2.05,2 - 2013,0.0,17.61,8 - 19,2.0,0.0,0.0,-2.61,-0.56,-0.0318001135718,-0.127200454287
1,Acxiom Corporation,ACXM,EDP Services,Technology,1321265744.07,17.5,1.25,2 - 2013,0.0,17.61,8 - 19,2.0,0.0,0.0,-0.11,1.14,0.0647359454855,0.258943781942
2,Acxiom Corporation,ACXM,EDP Services,Technology,1321265744.07,20.0,0.45,2 - 2013,0.0,17.61,8 - 19,2.0,0.0,0.0,2.39,0.45,0.0255536626917,0.102214650767
0,Acxiom Corporation,ACXM,EDP Services,Technology,1321265744.07,20.0,1.2,5 - 2013,16.0,17.61,8 - 19,2.0,0.0,0.0,2.39,1.2,0.0681431005111,0.136286201022
0,"ADA-ES, Inc.",ADES,Major Chemicals,Basic Industries,169735774.5,17.5,1.5,1 - 2013,10.0,16.95,None,None,None,None,0.55,1.5,0.0884955752212,0.530973451327
1,"ADA-ES, Inc.",ADES,Major Chemicals,Basic Industries,169735774.5,20.0,1.55,1 - 2013,55.0,16.95,None,None,None,None,3.05,1.55,0.0914454277286,0.548672566372
2,"ADA-ES, Inc.",ADES,Major Chemicals,Basic Industries,169735774.5,22.5,0.25,1 - 2013,200.0,16.95,None,None,None,None,5.55,0.25,0.0147492625369,0.0884955752212
0,"ADA-ES, Inc.",ADES,Major Chemicals,Basic Industries,169735774.5,20.0,2.45,4 - 2013,33.0,16.95,None,None,None,None,3.05,2.45,0.144542772861,0.346902654867
1,"ADA-ES, Inc.",ADES,Major Chemicals,Basic Industries,169735774.5,22.5,1.05,4 - 2013,50.0,16.95,None,None,None,None,5.55,1.05,0.0619469026549,0.148672566372
2,"ADA-ES, Inc.",ADES,Major Chemicals,Basic Industries,169735774.5,25.0,1.65,4 - 2013,22.0,16.95,None,None,None,None,8.05,1.65,0.0973451327434,0.233628318584
12,Adobe Systems Incorporated,ADBE,Computer Software: Prepackaged Software,Technology,17024928416.2,33.0,2.47,1 - 2013,1.0,34.39,3 - 24,2.0,0.0,0.0,-1.39,1.08,0.0314044780459,0.188426868276
13,Adobe Systems Incorporated,ADBE,Computer Software: Prepackaged Software,Technology,17024928416.2,34.0,1.89,1 - 2013,11.0,34.39,3 - 24,2.0,0.0,0.0,-0.39,1.5,0.0436173306194,0.261703983716
14,Adobe Systems Incorporated,ADBE,Computer Software: Prepackaged Software,Technology,17024928416.2,35.0,1.4,1 - 2013,10.0,34.39,3 - 24,2.0,0.0,0.0,0.61,1.4,0.0407095085781,0.244257051468
15,Adobe Systems Incorporated,ADBE,Computer Software: Prepackaged Software,Technology,17024928416.2,36.0,1.0,1 - 2013,30.0,34.39,3 - 24,2.0,0.0,0.0,1.61,1.0,0.0290782204129,0.174469322477
16,Adobe Systems Incorporated,ADBE,Computer Software: Prepackaged Software,Technology,17024928416.2,37.0,0.7,1 - 2013,5.0,34.39,3 - 24,2.0,0.0,0.0,2.61,0.7,0.020354754289,0.122128525734
6,Adobe Systems Incorporated,ADBE,Computer Software: Prepackaged Software,Technology,17024928416.2,33.0,3.5,4 - 2013,1.0,34.39,3 - 24,2.0,0.0,0.0,-1.39,2.11,0.0613550450712,0.147252108171
