Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CQP,"Cheniere Energy Partners, LP",25.25,789517000,n/a,2007,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/cqp
LNG,"Cheniere Energy, Inc.",13.86,2154453840,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/lng
CPK,Chesapeake Utilities Corporation,46.8,448297200,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/cpk
CHC,China Hydroelectric Corporation,0.78,21925020,n/a,1990,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/chc
CHL,China Mobile (Hong Kong) Ltd.,57.8,6050388400,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chl
CHA,China Telecom Corp Ltd,52.17,279213840,n/a,2002,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cha
CHU,China Unicom (Hong Kong) Ltd,15,788505000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chu
CHT,Chunghwa Telecom Co Ltd,29.52,1282555440,n/a,1989,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cht
CIEN,CIENA Corporation,15.99,1577573400,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cien
CBB,Cincinnati Bell Inc,3.85,759235400,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cbb
CTEL,City Telecom (H.K.) Limited,4.12,41374341.92,10042316,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctel
CLNE,Clean Energy Fuels Corp.,13.83,1197525870,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/clne
CLFD,"Clearfield, Inc.",5.01,61818390,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clfd
CNL,Cleco Corporation,44.19,2692054800,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cnl
CMS,CMS Energy Corporation,24.8,6487655200,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms
CMS^A,CMS Energy Corporation,93.12,6332160,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms^a
CMS^B,CMS Energy Corporation,96.9999,36180962.7,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms^b
JCS,"Communications Systems, Inc.",11.13,94716300,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcs
CIG,Comp En De Mn Cemig ADS,19.4,4451931400,n/a,1987,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cig
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,83.85,2375638200,n/a,2002,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sbs
ELP,Companhia Paranaense de Energia (COPEL),20.53,863122260,n/a,1997,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elp
CMVT,"Comverse Technology, Inc.",5.61,1228853670,n/a,1986,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cmvt
CTWS,"Connecticut Water Service, Inc.",31.59,277992000,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CNSL,"Consolidated Communications Holdings, Inc.",15.71,470530210,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl
ED,"Consolidated Edison Company of New York, Inc.",64.9,19009469600,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ed
CWCO,Consolidated Water Co. Ltd.,8.49,123775710,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CPNO,"Copano Energy, L.L.C.",28.18,2035638660,n/a,2004,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cpno
CPL,CPFL Energia S.A.,23.5,915748000,n/a,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpl
CMLP,Crestwood Midstream Partners LP,25.77,941584260,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cmlp
DPM,"DCP Midstream Partners, LP",41.1,2127171600,n/a,2005,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dpm
DGAS,"Delta Natural Gas Company, Inc.",20.84,141399400,n/a,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas
DITC,"Ditech Networks, Inc.",0.84,22477560,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ditc
D,"Dominion Resources, Inc.",54.97,31415300030,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d
DRU,"Dominion Resources, Inc.",28.96,724000000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dru
DRWI,DragonWave Inc,2.57,91456020,n/a,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DTE,DTE Energy Company,61.15,10402348800,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte
DTZ,DTE Energy Company,28.52,319424000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtz
DUK,Duke Energy Corporation,67.455,30084322905,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/duk
DY,"Dycom Industries, Inc.",17.68,594348560,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/dy
EIX,Edison International,46.36,15104597960,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix
EE,El Paso Electric Company,33.76,1351649120,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee
EPB,El Paso Pipeline Partners LP,35.47,7296143530,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epb
ETAK,Elephant Talk Communications Inc,1.35,153881100,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/etak
EDE,Empire District Electric Company (The),21.56,908926480,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ede
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),2.6,12264200,n/a,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/edn
EOC,Empresa Nacional de Electricidad S.A.,49.2,648406800,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eoc
ESA,Energy Services Acquisition Corp,1.93,27882710,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/esa
ETE,"Energy Transfer Equity, L.P.",42.16,11802944960,n/a,2006,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ete
ETP,ENERGY TRANSFER PARTNERS,45.46,10435933980,n/a,1992,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/etp
ENI,Enersis S A,16.15,1239318700,n/a,1993,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eni
EAA,"Entergy Arkansas, Inc.",28.06,252540000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eaa
ETR,Entergy Corporation,72.59,12859971810,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/etr
ELA,"Entergy Louisiana, Inc.",27.45,164700000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ela
ELB,"Entergy Louisiana, Inc.",28.09,168540000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elb
ELJ,"Entergy Louisiana, Inc.",26.18,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elj
EFM,"Entergy Mississippi, Inc.",28.76,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/efm
EMQ,"Entergy Mississippi, Inc.",26.48,79440000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/emq
EMZ,"Entergy Mississippi, Inc.",28.61,171660000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/emz
EDT,Entergy Texas Inc,29.37,176220000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/edt
EPD,Enterprise Products Partners L.P.,53.43,47220205110,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd
EONC,eOn Communications Corporation,0.861,2477097,n/a,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eonc
EQT,EQT Corporation,56.99,8524279250,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/eqt
EQM,"EQT Midstream Partners, LP",26.229,0,n/a,1986,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqm
EQIX,"Equinix, Inc.",186.76,8978673760,n/a,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eqix
EXC,Exelon Corporation,39.37,33559381700,n/a,1984,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/exc
EXLP,"Exterran Partners, L.P.",21.22,896842080,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/exlp
FN,Fabrinet,12.91,444981880,n/a,2010,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fn
FRP,"FairPoint Communications, Inc.",5.84,153013840,n/a,1986,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/frp
FE,FirstEnergy Corporation,50.45,21098997200,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fe
FGC,FPL Group Capital Inc,26.3,368200000,n/a,1986,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fgc
FGE,FPL Group Capital Inc,26.35,368900000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fge
FTE,France Telecom S.A.,13.62,1210463880,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fte
FTR,Frontier Communications Corporation,3.715,3709234320,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftr
EGAS,Gas Natural Inc.,10.04,81886240,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/egas
GNCMA,"General Communication, Inc.",9.6,369091200,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/gncma
GNE,Genie Energy Ltd.,7.26,155334960,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/gne
GEN           ,"GenOn Energy, Inc.",2.39,1847149740,n/a,1978,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gen           
GAT,Georgia Power Company,31.5547,126218800,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gat
GPE^A,Georgia Power Company,27.75,49950000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gpe^a
GLOW,"Glowpoint, Inc.",2.3,59312400,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/glow
GV,Goldfield Corporation (The),2.01,51156510,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/gv
GXP,Great Plains Energy Inc,22.17,3021992700,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gxp
GXP^A,Great Plains Energy Inc,90.26,9026000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gxp^a
GXP^D,Great Plains Energy Inc,97.5,11700000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gxp^d
GXP^E,Great Plains Energy Inc,94.8901,9489010,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gxp^e
GUA,Gulf Power Company,30.1899,150949500,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gua
GUL,Gulf Power Company,26.43,63432000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gul
HE,"Hawaiian Electric Industries, Inc.",28.73,2775375460,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/he
HTCO,Hickory Tech Corporation,10.8,145584000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/htco
HNP,Huaneng Power Intl,29.29,333378780,n/a,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/hnp
IDA,"IDACORP, Inc.",42.74,2141103040,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ida
IDT,IDT Corporation,10.22,216551580,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/idt
IKAN,"Ikanos Communications, Inc.",0.9,62478900,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ikan
SAAS,"inContact, Inc.",5.08,222890080,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/saas
NRGM,"Inergy Midstream, L.P.",22.25,1654131750,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/nrgm
INFN,Infinera Corporation,5.83,639661770,n/a,1981,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
TEG,Integrys Energy Group,60.8,4759910400,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/teg
IGLD,Internet Gold Golden Lines Ltd.,2.08,39942240,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
ITC,ITC Holdings Corp.,73.03,3751916250,n/a,2005,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/itc
JE,"Just Energy Group, Inc.",10.99,1531445510,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/je
KMP,"Kinder Morgan Energy Partners, L.P.",81,18985023000,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmp
KMI,"Kinder Morgan, Inc.",35.81,25313909950,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmi
KEP,Korea Electric Power Corporation,11.29,1263452610,n/a,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/kep
KT,Korea Telecom Corporation,14.47,2333374320,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/kt
LG,"Laclede Group, Inc.",41.36,930062320,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/lg
LEAP,"Leap Wireless International, Inc.",6.2,491052400,n/a,1985,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/leap
LVLT,"Level 3 Communications, Inc.",18.7,4046455600,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lvlt
LMOS,Lumos Networks Corp.,9.22,197280340,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos
CALL,magicJack VocalTec Ltd,20.25,409698000,n/a,1992,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call
MTE,Mahanagar Telephone Nigam Ltd,1.0601,14724789,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mte
MTZ,"MasTec, Inc.",16.08,1297720320,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/mtz
MXT,Maxcom Telecomunicaciones SAB de CV,1.5,4734000,n/a,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mxt
MTSL,MER Telemanagement Solutions Ltd.,1.84,8204560,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl
PCS,"MetroPCS Communications, Inc.",9.04,3283201440,n/a,1993,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/pcs
MSEX,Middlesex Water Company,19.09,299903900,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex
MBT,Mobile TeleSystems,19.15,7443566700,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt
MBND,Multiband Corporation,2.07,45119790,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbnd
MYRG,"MYR Group, Inc.",14.96,306709920,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/myrg
NFG,National Fuel Gas Company,48.76,4057612160,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg
NGG,"National Grid Transco, PLC",52.23,4062292710,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg
NTGR,"NETGEAR, Inc.",34.44,1307996760,n/a,2003,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntgr
IQNT,"Neutral Tandem, Inc.",13.91,442031980,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt
NJR,NewJersey Resources Corporation,46.38,1927181760,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/njr
NEE,"NextEra Energy, Inc.",71.09,29649932840,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nee
NMK^B,"Niagara Mohawk Holdings, Inc.",96.99,33946500,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^b
NMK^C,"Niagara Mohawk Holdings, Inc.",99.04,23769600,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^c
NIHD,"NII Holdings, Inc.",7.07,1214307850,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/nihd
NTT,Nippon Telegraph and Telephone Corporation,23.03,1085242690,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntt
NKA,Niska Gas Storage Partners LLC,13.32,459433440,n/a,2010,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/nka
NI,"NiSource, Inc",25.6,7272755200,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ni
NTL,"Nortel Inversora SA, ADR",13.65,401391900,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntl
NU,Northeast Utilities,39.96,12531615840,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nu
NWN,Northwest Natural Gas Company,49.03,1314004000,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nwn
NWE,NorthWestern Corporation,36.94,1374241880,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nwe
NRG,"NRG Energy, Inc.",19.78,4504281820,n/a,1993,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nrg
NTLS,NTELOS Holdings Corp.,20.62,437061520,n/a,2006,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntls
NVE,"NV Energy, Inc",18.39,4340040000,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nve
OPTT,"Ocean Power Technologies, Inc.",2.31,24056340,n/a,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/optt
OGE,OGE Energy Corporation,53.57,5281519870,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/oge
OIBR,Oi S.A.,14.61,265989660,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/oibr
OKS,"ONEOK Partners, L.P.",57.75,8479259250,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/oks
OKE,"ONEOK, Inc.",45.32,9709356800,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/oke
VIP,Open Joint Stock Company &quot;Vimpel-Communications&quot;,8.48,2512666400,n/a,1996,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vip
OPLK,"Oplink Communications, Inc.",13.48,256982720,n/a,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/oplk
ORA,"Ormat Technologies, Inc.",17.98,816849380,n/a,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ora
OTT,"Otelco, Inc.",7.15,94530150,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ott
OTTR,Otter Tail Corporation,23.58,852747120,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ottr
TLK,"P.T. Telekomunikasi Indonesia, Tbk.",38.63,3001357850,n/a,1995,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tlk
PNG,"PAA Natural Gas Storage, L.P.",18.29,1082658260,n/a,2010,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/png
PCG,Pacific Gas & Electric Co.,46.11,19473175200,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/pcg
