"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"FLWS","1-800 FLOWERS.COM, Inc.","3.44","94614578.72","n/a","1999","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws",
"FCTY","1st Century Bancshares, Inc","4.7","42854487.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcty",
"FCCY","1st Constitution Bancorp (NJ)","9.12","46803228.96","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","21.86","530744864.06","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"FUBC","1st United Bancorp, Inc. (FL)","5.78","196926160.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fubc",
"VNET","21Vianet Group, Inc.","11.35","634843329.55","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet",
"SSRX","3SBio Inc.","13.43","296518619.75","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ssrx",
"JOBS","51job, Inc.","45.94","1323124371.6","n/a","2004","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/jobs",
"EGHT","8x8 Inc","6.43","459556067.31","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","14.5","188829875","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","25.19","738011481.24","n/a","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"AONE","A123 Systems, Inc.","0.1288","42553835.0384","n/a","2009","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aone",
"AAON","AAON, Inc.","20.35","499199480.45","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"ASTM","Aastrom Biosciences, Inc.","1.48","63031684.48","n/a","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/astm",
"ABAX","ABAXIS, Inc.","37.15","814783570.45","n/a","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax",
"ABMD","ABIOMED, Inc.","13.86","547854296.22","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd",
"AXAS","Abraxas Petroleum Corporation","2.02","186516815.14","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"ACTG","Acacia Research Corporation","24.98","1241862789.34","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","20.16","842680298.88","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","2.18","115605419.62","n/a","1985","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad",
"ACCL","Accelrys, Inc.","9.13","507118399.92","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/accl",
"ANCX","Access National Corporation","13.11","134721860.37","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"ARAY","Accuray Incorporated","6.9202","499929413.6494","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","2.99","67648750","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx",
"ACET","Aceto Corporation","9.87","268108522.08","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/acet",
"ACHN","Achillion Pharmaceuticals, Inc.","9.14","721638472.34","n/a","2006","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","38.03","1491374059.78","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"APKT","Acme Packet, Inc.","17.43","1175587300.86","n/a","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/apkt",
"ACNB","ACNB Corporation","16","95288560","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","23.73","951413368.29","n/a","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor",
"ACFN","Acorn Energy, Inc.","8.76","157038347.52","n/a","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acfn",
